UNIT_BUILD_TIME_IW;$VAL$ days.;$VAL$ jours.;$VAL$ Tage.;;;;;;;;;;;x
DIPLOMACY_WAR_HASTRUCE;§RWe have a truce with §Y$COUNTRY$§R until §Y$DATE$§R. Declaring war on them cause a significant hit to our international prestige;§RNous observons une trêve avec §Y$COUNTRY$§R jusqu'à la date suivante : §Y$DATE$§R. Si nous déclarons la guerre à ce pays, notre prestige international en pâtira.;§RWir haben Waffenruhe mit §Y$COUNTRY$§R bis §Y$DATE$§R. Würden wir ihnen den Krieg erklären, wäre dies ein schwerer Schlag für unser internationales Prestige.;;;;;;;;;;;x
REMOVE_DIPLOMACY_DAILYINFLULENCE_GAIN;We gain §Y$NUM$§W influence in §Y$COUNTRY$§W each day;Nous gagnons quotidiennement §Y$NUM$§W points d'influence en §Y$COUNTRY$§W.;Wir erhalten in §Y$COUNTRY$§W täglich §Y$NUM$§W Einfluss.;;;;;;;;;;;x
tutorial_chapter_budget_victoria;End of the Intermediary Budget Tutorial;Fin du didacticiel intermédiaire sur le budget;Ende des Haushalts-Mitteltutorials.;;;;;;;;;;;x
NO_RELEASEABLE_NATIONS;We have no nations that we can grant sovereignty;Nous n'avons aucune nation à laquelle accorder la souveraineté.;Wir haben keine Nationen, denen wir Souveränität gewähren könnten.;;;;;;;;;;;x
DIPLOMACY_CALL_ALLIES_NOT_LEADER;We are not a leader of this war and cannot call our allies into it;N'étant pas leader de cette guerre, nous ne pouvons pas faire appel à nos alliés.;Wir sind nicht Anführer dieses Kriegs und können daher unsere Verbündeten nicht zur Intervention auffordern.;;;;;;;;;;;x
LEDGER_NEXT;Next;Suivant;Weiter;;;;;;;;;;;x
LEDGER_PREV;Previous;Précédent;Zurück;;;;;;;;;;;x
MEC_544;Schleswig-Holstein;Slesvig-Holstein;Schleswig-Holstein;;;;;;;;;;;x
COUNTRYALERT_CanIncreaseOpinion;We can §YIncrease Opinion§W of our nation or add nations to our §YSphere of Influence§W:;Nous pouvons §Yaméliorer l'opinion§W de notre nation ou ajouter des nations à notre §Ysphère d'influence§W :;Wir können eine §YMeinungssteigerung§W über unsere Nation erwirken oder Nationen unserer §YEinflusssphäre§W hinzufügen:;;;;;;;;;;;x
COUNTRYALERT_NO_CanIncreaseOpinion;We cannot increase the opinion of our nation or add nations to our §YSphere of Influence§W;Nous ne pouvons pas améliorer l'opinion de notre nation ou ajouter des nations à notre §Ysphère d'influence§W.;Wir können die Meinung über unsere Nation nicht steigern oder Nationen unserer §YEinflusssphäre§W hinzufügen:;;;;;;;;;;;x
COLONY_SUCCESS_LOG;We successfully colonized $TARGET$.;Nous avons réussi à coloniser $TARGET$.;Wir haben $TARGET$ erfolgreich kolonisiert.;;;;;;;;;;;x
COLONY_FAIL_LOG;$OTHER$ managed to to colonize $TARGET$ before us.;$OTHER$ a réussi à coloniser $TARGET$ avant nous.;$OTHER$ hat es geschafft, $TARGET$ vor uns zu kolonisieren.;;;;;;;;;;;x
american_cultures;American Cultures;Cultures américaines;Amerikanische Kulturen;;;;;;;;;;;x
CANT_USE_LAST_WAR_GOALS;Selecting this war goal would end the war and can only be done in a peace deal with the war leader;La sélection de cet objectif de guerre mettra fin à la guerre, mais nécessite un accord de paix avec le leader.;Die Auswahl dieses Kriegsziels würde den Krieg beenden. Dies ist nur in einem Friedensvertrag mit dem Kriegsführer möglich.;;;;;;;;;;;x
tut_6a_13;To improve Belgium's industrial production we need more industrial workers, click the craftsmen icon to set this focus.;Pour améliorer la production industrielle de la Belgique, il vous faut davantage d'ouvriers. Cliquez sur l'icône des travailleurs pour définir cette cause.;Zur Verbesserung von Belgiens Industrieproduktion benötigen wir mehr Industriearbeiter. Klicken Sie auf das Facharbeitersymbol, um einen Fokus darauf zu legen.;;;;;;;;;;;x
CANCELALLIANCE_THEY_ACCEPT_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CANCELALLIANCE_THEY_ACCEPT_BTN3;Go to;Aller à;Go to;IdŸ do;Ir allí;Andare;Menj ide:;Pøejít na;;;;;;x
tut_1b_19;For now we are manually going to assign our General, go ahead and select your division in Spa.;Pour le moment, vous allez affecter votre général manuellement. Allez-y, sélectionnez la division présente à Spa.;Für Erste werden wir unseren General manuell zuteilen. Wählen Sie dazu Ihre Division in Spa aus.;;;;;;;;;;;x
TOPBAR_DEC_SPEED;Decrease Speed;Ralentir;Geschwindigkeit reduzieren;;;;;;;;;;;x
fort;Fort;Fort;Fort;;;;;;;;;;;x
fort_short;Fort;fort;Fort;;;;;;;;;;;x
IS_GREAT_NATION;Is Great Power;Est une grande puissance;Ist Großmacht;;;;;;;;;;;x
NO_DEMOTION;There will be no demotions this month.;Il n'y aura aucune rétrogradation ce mois-ci.;Diesen Monat gibt es keine Degradierungen.;;;;;;;;;;;x
NO_PROMOTION;There will be no promotions this month.;Il n'y aura aucune promotion ce mois-ci.;Diesen Monat gibt es keine Beförderungen.;;;;;;;;;;;x
INCREASEOPINION_THEY_ACCEPT_MAP;Opinion increased;Opinion en hausse;Meinung erhöht;;;;;;;;;;;x
INCREASEOPINION_WE_ACCEPT_MAP;Opinion increased;Opinion en hausse;Meinung erhöht;;;;;;;;;;;x
DECREASEOPINION_THEY_ACCEPT_MAP;Opinion decreased;Opinion en baisse;Meinung verringert;;;;;;;;;;;x
DECREASEOPINION_WE_ACCEPT_MAP;Opinion decreased;Opinion en baisse;Meinung verringert;;;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_MAP;Added to Sphere;Ajouté à la sphère;Zu Einflusssphäre hinzugefügt;;;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_MAP;Added to Sphere;Ajouté à la sphère;Zu Einflusssphäre hinzugefügt;;;;;;;;;;;x
REMOVEFROMSPHERE_THEY_ACCEPT_MAP;Removed from sphere;Retiré de la sphère;Aus Einflusssphäre entfernt;;;;;;;;;;;x
REMOVEFROMSPHERE_WE_ACCEPT_MAP;Removed from sphere;Retiré de la sphère;Aus Einflusssphäre entfernt;;;;;;;;;;;x
INCREASERELATION_THEY_ACCEPT_MAP;Relation increased;Relation améliorée;Beziehung verbessert;;;;;;;;;;;x
INCREASERELATION_WE_ACCEPT_MAP;Relation increased;Relation améliorée;Beziehung verbessert;;;;;;;;;;;x
DECREASERELATION_THEY_ACCEPT_MAP;Relation decreased;Relation détériorée;Beziehung verschlechtert;;;;;;;;;;;x
DECREASERELATION_WE_ACCEPT_MAP;Relation decreased;Relation détériorée;Beziehung verschlechtert;;;;;;;;;;;x
WETARGET_DISCREDIT_MAP;Discredited!;Discrédité !;In Verruf gebracht!;;;;;;;;;;;x
WETARGET_EXPELADVISORS_MAP;Advisors expelled!;Conseillers expulsés !;Berater ausgewiesen!;;;;;;;;;;;x
WETARGET_BANEMBASSY_MAP;Embassy banned!;Ambassade interdite !;Botschaft verbannt!;;;;;;;;;;;x
WETARGET_DECREASEOPINION_MAP;Opinion decreased!;Opinion en baisse !;Meinung verringert!;;;;;;;;;;;x
WETARGET_REMOVEFROMSPHERE_MAP;Removed from sphere!;Retiré de la sphère !;Aus Einflusssphäre entfernt!;;;;;;;;;;;x
womens_suffrage_movement;Womens Sufferage Movement;Mouvement des suffragettes;Frauenrechtsorganisation;;;;;;;;;;;x
WAR_GOOD_RELATION;Good relations(§Y$REL$§W) and average consciousness(§Y$CON$§W): ;Bonnes relations (§Y$REL$§W) et conscience nationale moyenne (§Y$CON$§W) : ;Gute Beziehungen (§Y$REL$§W) und durchschnittliches Bewusstsein (§Y$CON$§W):;;;;;;;;;;;x
make_slave;Create Slave State;Créer un État esclavagiste;Sklavenstaat erstellen;;;;;;;;;;;x
make_free;Create Free State;Créer un État libre;Freistaat erstellen;;;;;;;;;;;x
POP_OTHER_CULT;Other;Autres;Andere;;;;;;;;;;;x
BLOCKADED_PEACE;Blockaded;Sous blocus;Blockiert;;;;;;;;;;;x
PRODUCTION_DESTROY_FACTORY_BECAUSE_TOOLTIP;We are allowed to destroy this factory because:\n;Nous sommes autorisés à détruire cette usine car :\n;Wir können diese Fabrik aus folgenden Gründen zerstören:\n;;;;;;;;;;;x
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_TOOLTIP;We are allowed to destroy this factory because:\n;Nous sommes autorisés à détruire cette usine car :\n;Wir können diese Fabrik aus folgenden Gründen zerstören:\n;;;;;;;;;;;x
RULE_DESTROY_FACTORY;Destroy Factories;Détruire les usines;Fabriken zerstören;;;;;;;;;;;x
INCREASE_RELATION_MAX;We cannot get better relations with ;Nous ne pouvons pas entretenir de meilleures relations avec ;Keine besseren Beziehungen möglich zu;;;;;;;;;;;x
DECREASE_RELATION_MAX;We cannot get worse relations with ;Nous ne pouvons pas entretenir de pires relations avec ;Keine schlechteren Beziehungen möglich zu;;;;;;;;;;;x
BANKRUPTCY_SETUP;When we have a bankruptcy;Si nous faisons faillite;Wenn wir in Konkurs gehen;;;;;;;;;;;x
BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;;;;;;x
BANKRUPTCY_1;Bankruptcy!;Faillite !;Konkurs!;;;;;;;;;;;x
BANKRUPTCY_2;We have been forced to declare bankrupcy.;Nous avons été réduits à la faillite.;Wir wurden gezwungen, Konkurs anzumelden.;;;;;;;;;;;x
BANKRUPTCY_3;All our loans have been cleared,;Tous nos emprunts ont été soldés,;Sämtliche unserer Darlehen wurden gelöscht,;;;;;;;;;;;x
BANKRUPTCY_4;but this has caused great concern among our population;mais notre population est inquiète;aber dies hat unter unserer Bevölkerung große Besorgnis hervorgerufen;;;;;;;;;;;x
BANKRUPTCY_5;and we have lost much prestige in the eyes of the world.;et nous avons perdu une bonne partie de notre prestige aux yeux du reste du monde.;und wir haben in den Augen der Welt viel Prestige eingebüßt.;;;;;;;;;;;x
BANKRUPTCY_6;In the future banks will be more hesitant to loan us money.;À l'avenir, les banques hésiteront à nous prêter de l'argent.;In Zukunft werden uns Banken zögerlicher Geld leihen.;;;;;;;;;;;x
BANKRUPTCY_LOG;We went bankrupt.;Nous avons fait faillite.;Wir sind Konkurs gegangen.;;;;;;;;;;;x
BANKRUPTCY_BTN1;This is not good;Ce n'est pas une bonne nouvelle.;Das ist nicht gut.;;;;;;;;;;;x
THEY_BANKRUPTCY_SETUP;another country has a bankruptcy;un autre pays a fait faillite;ein anderes Land hat Konkurs angemeldet.;;;;;;;;;;;x
THEY_BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;;;;;;x
THEY_BANKRUPTCY_1;Bankruptcy!;Faillite !;Konkurs!;;;;;;;;;;;x
THEY_BANKRUPTCY_2;$COUNTRY$;$COUNTRY$;$COUNTRY$;;;;;;;;;;;x
THEY_BANKRUPTCY_3;have been forced to declare bankrupcy.;a été réduit à la faillite.;ist gezwungen worden, Konkurs anzumelden.;;;;;;;;;;;x
THEY_BANKRUPTCY_4;*;*;*;;;;;;;;;;;x
THEY_BANKRUPTCY_5;*;*;*;;;;;;;;;;;x
THEY_BANKRUPTCY_6;*;*;*;;;;;;;;;;;x
THEY_BANKRUPTCY_LOG;$COUNTRY$ went bankrupt.;$COUNTRY$ a fait faillite.;$COUNTRY$ ist Konkurs gegangen.;;;;;;;;;;;x
THEY_BANKRUPTCY_BTN1;Ok;OK;Ok;;;;;;;;;;;x
LIT_CHANGE;Monthly Change;Évolution mensuelle;Monatliche Veränderung;;;;;;;;;;;x
precious_metal_desc;Precious Metals are not sold as normal goods but directly converted to money.;Contrairement aux autres marchandises, les métaux précieux ne se vendent pas. Ils sont directement convertis en monnaie.;Edelmetalle werden nicht als normale Güter verkauft, sondern direkt in Geld umgewandelt.;;;;;;;;;;;x
DIPLOMACY_CANNOT_SET_PRIO_BANNED;We cannot influence this nation since our embassy is banned;Nous ne pouvons pas influencer cette nation, car notre ambassade y est interdite.;Wir können diese Nation nicht beeinflussen, weil unsere Botschaft verbannt wurde.;;;;;;;;;;;x
PROV1723;Balboa;Balboa;Balboa;;;;;;;;;;;x
PROV353;Ösel;Ösel;Ösel;;;;;;;;;;;x
MILITARY_MOBILIZE;Mobilize our Armed Forces;Mobiliser nos forces armées;Mobilisierung unserer Streitkräfte;;;;;;;;;;;x
MILITARY_MOBILIZE_DESC;Apart from our standing army, our country can also, in the event of war, draw upon additional resources in the form of conscript levies. By ordering mobilization, our conscript armies will begin amassing at major population centers, and begin preparations for full out war. While mobilization may be essential to overcoming a sizable enemy invasion, we must always be wary of its impact on the national economy.;Outre son armée de métier, en cas de guerre, notre pays peut aussi avoir recours à la conscription. Lorsqu'un ordre de mobilisation est émis, nos armées de conscrits se rassemblent dans les principaux centres démographiques et se préparent à engager une guerre totale. Si la mobilisation est essentielle pour repousser une invasion ennemie d'envergure, mieux vaut se méfier de son impact sur l'économie nationale.;Zusätzlich zu unserem stehenden Heer kann unser Land in Kriegszeiten durch den Einzug Wehrpflichtiger zusätzliche Truppen ausheben. Nach Erhalt des Mobilisierungsbefehls versammeln sich unsere Wehrpflichtigenarmeen in großen Ballungsräumen und beginnen mit ihren Vorbereitungen für den Kriegseinsatz. Während die Mobilisierung beispielsweise zur Abwehr einer größeren Invasion notwendig sein könnte, müssen wir vor ihren Auswirkungen auf die nationale Wirtschaft auf der Hut sein.;;;;;;;;;;;x
MILITARY_DEMOBILIZE;Demobilize our Armed Forces;Démobiliser nos forces armées;Demobilisierung unserer Streitkräfte;;;;;;;;;;;x
MILITARY_DEMOBILIZE_DESC;By giving the order to stand down, our conscript armies will leave the field of battle and return to their homes. While any country ravaged by the tribulations of war certainly longs for a return to normalcy, we would do well to first ensure that the war is won, before sheathing our sword.;Lorsqu'un ordre de démobilisation est émis, nos conscrits quittent le champ de bataille pour rentrer chez eux. Comme tout pays ravagé par la guerre, nous sommes impatients de retrouver une vie normale, mais pour cela, nous devons d'abord gagner la guerre.;Nach Erhalt des Demobilisierungsbefehls verlassen unsere Wehrpflichtigenarmeen die Schlachtfelder und kehren nach Hause zurück. Obwohl sich jedes von den Sorgen des Krieges verheerte Land nach der Rückkehr zur Normalität sehnt, sollten wir sicher sein, dass der Krieg auch gewonnen ist, bevor wir das Schwert in die Scheide stecken.;;;;;;;;;;;x
BE_TECH;Technologies:;Technologies :;Technologien:;;;;;;;;;;;x
BE_INVENT;Inventions:;Inventions :;Erfindungen:;;;;;;;;;;;x
TOPBAR_DIPLOPOINTS_GAIN;We gain §Y$VALUE$§W diplomatic points each month;Nous gagnons §Y$VALUE$§W points diplomatiques par mois.;Wir erhalten monatlich §Y$VALUE$§W Diplomatiepunkte.;;;;;;;;;;;x
TOPBAR_DIPLOPOINTS_BASEGAIN;Base gain: §Y$VALUE$§W diplomatic points;Gain de base : §Y$VALUE$§W points diplomatiques;Basis-Zugewinn: §Y$VALUE$§W Diplomatiepunkte.;;;;;;;;;;;x
MOBILISE;Mobilize;Mobiliser;Mobilisieren;;;;;;;;;;;x
DEMOBILISE;Demobilize;Démobiliser;Demobilisieren;;;;;;;;;;;x
THE_WORLD_IN;The World in $YEAR$;Le monde en $YEAR$;Die Welt des Jahres $YEAR$;;;;;;;;;;;x
TECHNOLOGY_ACTIVATION_YEAR;Activation year:;Année d'activation :;Aktivierungsjahr:;;;;;;;;;;;x
TECHNOLOGY_RESEARCH_POINTS;Research points:;Points de recherche :;Forschungspunkte:;;;;;;;;;;;x
tut_8c_12;In Victoria 2 you must set a War Goal for any war you start. You can only select the War goals you can see on the right side of the War Declaration Pop-up. Be aware that these War goals are the only thing you can demand in peace. \n Click the Show Wars view to check out wargoals.;Dans Victoria 2, toute guerre déclarée nécessite un objectif. Tous les objectifs de guerre disponibles se trouvent à droite de la fenêtre de déclaration de guerre. Attention, ces objectifs sont les seules choses que vous pouvez réclamer en temps de paix. \n Cliquez sur la vue Afficher les guerres pour consulter les objectifs de guerre.;In Victoria 2 müssen Sie für jeden Krieg, den Sie starten, ein Kriegsziel festlegen. Sie können nur die Kriegsziele auswählen, die Sie rechts im Popup-Fenster Kriegserklärungen sehen. Beachten Sie, dass diese Kriegsziele beschränken, was Sie bei Friedensverhandlungen fordern können. \n Prüfen Sie Ihre Kriegsziele, indem Sie auf Kriege zeigen klicken.;;;;;;;;;;;x
tut_6b_14;Now click next to contiune.;Cliquez sur Suivant pour continuer.;Klicken Sie zum Fortfahren auf Weiter.;;;;;;;;;;;x
tut_8a_7;To try to ally with The United Kingdom we need to take a diplomatic action. Diplomatic actions can be anything from requesting an alliance to declaring war. To perform a diplomatic action we need to have diplomatic points, which are accumulated monthly. Looking in the top bar under diplomacy we can see that we have a few points, more than the 1 point that the Form Alliance action costs. Go ahead and press the Form Alliance action and then press the 'Accept' button to suggest an alliance with the UK.;Pour tenter de vous allier avec le Royaume-Uni, vous devez mener une action diplomatique. Les actions diplomatiques vont de la demande d'alliance à la déclaration de guerre. Pour mener une action diplomatique, il vous faut des points diplomatiques. Ces points s'accumulent tous les mois. Sur la barre supérieure, sous Diplomatie, vous pouvez constater que vous avez suffisamment de points pour couvrir le coût de l'action Former une alliance (1 point). Cliquez sur l'action Former une alliance, puis sur le bouton Accepter pour proposer une alliance au Royaume-Uni.;Zur Unterbreitung eines Bündnisangebots an Großbritannien müssen wir eine diplomatische Aktion unternehmen. Diplomatische Aktionen können alles von Bündnisangeboten bis hin zu Kriegserklärungen sein. Zum Ausführen einer diplomatischen Aktion müssen wir diplomatische Punkte haben, die wir auf monatlicher Basis erlangen. Wenn Sie in der Kopfleiste unter Diplomatie nachsehen, stellen Sie fest, dass wir 1 Punkt haben, und genau so viel kostet die Aktion Bündnis bilden auch. Klicken Sie nun auf die Schaltfläche Bündnis bilden und bestätigen Sie Ihr Bündnisangebot an Großbritannien dann durch Klicken auf die Schaltfläche Akzeptieren.;;;;;;;;;;;x
TEMP_NEXT;Next;Suivant;Weiter;;;;;;;;;;;x
BUDGET_EXPORTS;National Stockpile Sales: §Y$VAL$§W;Ventes des réserves nationales : §Y$VAL$§W;Verkäufe aus Nationalvorrat: §Y$VAL$§W;;;;;;;;;;;x
BUDGET_IMPORTS;National Stockpile Purchases: §Y$VAL$§W;Achats des réserves nationales : §Y$VAL$§W;Käufe für Nationalvorrat: §Y$VAL$§W;;;;;;;;;;;x
bad_debter;Bad debter;Mauvais payeur;Schlechter Schuldner;;;;;;;;;;;x
bad_debter_desc;Due to your countrys history of flaky economy banks will demand a higher interest on your loans;Compte tenu des antécédents économiques de votre pays, les banques vous proposeront des emprunts aux taux d'intérêt élevés.;Aufgrund der traditionell unzuverlässigen Wirtschaft Ihres Landes werden Banken für ihre Darlehen künftig mehr Zinsen verlangen.;;;;;;;;;;;x
MUST_NEGOTIATE_WITH_WAR_LEADER;We must negotiate with the enemy §W War leader§Y if we are not leading our war;À défaut de dominer la guerre que nous menons, nous devons négocier avec le §chef de guerre§Y ennemi.;Wenn wir unseren Krieg nicht anführen, müssen wir mit dem feindlichen §Kriegsführer§Y verhandeln.;;;;;;;;;;;x
BAD_ADJ;Baden;Bade;Baden;;;;;;;;;;;x
WAR_LEADER;§YWar leader§W;§YChef de guerre§W;§YKriegsführer§W;;;;;;;;;;;x
MUST_NEGOTIATE_WITH_WAR_LEADER_NO_LEFTOVER_WARGOALS;We must negotiate with the enemy §YWar leader§W since making peace with §Y$COUNTRY$§W would end the war;Nous devons négocier avec le §Ychef de guerre§W ennemi, car un accord de paix avec §Y$COUNTRY$§W mettrait fin à la guerre.;Wir müssen mit dem feindlichen §YKriegsführer§W verhandeln, da ein Friedensschluss mit §Y$COUNTRY$§W den Krieg beenden würde.;;;;;;;;;;;x<
WARGOAL_DEMAND;§Y$COUNTRY$§W demands this from §Y$ENEMY$§W;§Y$COUNTRY$§W exige ceci de §Y$ENEMY$§W;§Y$COUNTRY$§W verlangt dies von §Y$ENEMY$§W:;;;;;;;;;;;x
POP_DETAILS_PROMOTIONS;Promotions:;Promotions :;Beförderungen:;;;;;;;;;;;x
POP_DETAILS_DEMOTIONS;Demotions:;Rétrogradations :;Degradierungen:;;;;;;;;;;;x
NO_WAR_SPHERE_LEADER;Cannot go to war against sphere leader.;Impossible de faire la guerre au leader de la sphère.;Kriege gegen Einflusssphären-Anführer nicht möglich.;;;;;;;;;;;x
EVTNAME15310;The Flying University;L'Université volante;Die Fliegende Universität;;;;;;;;;;;x
GO_TO_DIPLOMACY;Go to Diplomacy;Aller à Diplomatie;Gehen Sie zu Diplomatie;;;;;;;;;;;x
PROVINCE_CONTROL_DAYS_LATER_THAN;Province control not changed in the last §Y$DAYS$§W days.\n;Le contrôle de la province est resté inchangé depuis §Y$DAYS$§W jours.\n;Provinzkontrolle während der letzten §Y$DAYS$§W Tage unverändert.\n;;;;;;;;;;;x
